"Page No.","Diary Page","Entity No.","Authority Name",Entity (Value),Entity Type,"Note 1 Descriptor","Note 2 Context","Note 3 Relationship to Mary",Related Quotes,quotes,Related Footnotes,footnotes,Notes / Questions,DIsambiguation URL 1,DIsambiguation URL 2,DIsambiguation URL 3,
36,[149 0159],2808,,Walter Cope,person,,TO DO,,,,"Walter Cope was born in Philadelphia in 1860. After attending Germantown Friends School, Cope opted to learn architecture in the office of Addison Hutton, who designed buildings for Lehigh University and Bryn Mawr College. His next position was in the firm of Theophilus Parsons Chandler. Following a brief stint in 1883 as a student at the Pennsylvania Academy of Fine Arts as a student of Thomas Eakins and Thomas Anshutz, Cope in 1884 undertook extensive travel in Europe to observe architecture.

When Cope returned to Philadelphia in 1885, he formed the firm of Cope & Stewardson with John Steweardson. In their first five years together, Cope & Stewardson designed more than two hundred buildings, attempting to apply past styles for modern needs. The partners became masters of Collegiate Gothic style, greatly influencing American collegiate architecture with their designs for buildings at Bryn Mawr College, Princeton University, Washington University in St. Louis, and the University of Pennsylvania.","Walter Cope was born in Philadelphia in 1860. After attending Germantown Friends School, Cope opted to learn architecture in the office of Addison Hutton, who designed buildings for Lehigh University and Bryn Mawr College. His next position was in the firm of Theophilus Parsons Chandler. Following a brief stint in 1883 as a student at the Pennsylvania Academy of Fine Arts as a student of Thomas Eakins and Thomas Anshutz, Cope in 1884 undertook extensive travel in Europe to observe architecture.When Cope returned to Philadelphia in 1885, he formed the firm of Cope & Stewardson with John Steweardson. In their first five years together, Cope & Stewardson designed more than two hundred buildings, attempting to apply past styles for modern needs. The partners became masters of Collegiate Gothic style, greatly influencing American collegiate architecture with their designs for buildings at Bryn Mawr College, Princeton University, Washington University in St. Louis, and the University of Pennsylvania.",,,,,
36,[149 0159],2809,Bryn Mawr College,Walter Cope's fine architecture,location,school,visits,,,,,,"Bryn Mawr College Buildings by Cope + Stewardson
Radnor Hall, Bryn Mawr College (1887)
Denbigh Hall, Bryn Mawr College (1890–91)
Dalton Hall, Bryn Mawr College (1893)
Pembroke Hall, Bryn Mawr College (1892–94)
The Deanery, Bryn Mawr College (1894–96)
Rockefeller Hall, Bryn Mawr College (1901–04)
M. Carey Thomas Library, Bryn Mawr College (1904–07)",https://en.wikipedia.org/wiki/Cope_and_Stewardson#Bryn_Mawr_College,,,
36,[149 0159],2810,Theodore Newel Ely,[Mr. Ely],person,architect,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Theodore_N._Ely,,,
36,[149 0159],2811,Henrietta Van Siden Brandes Ely,Mrs. Ely,person,socialite,interacts with / dines with,,,,,,,https://www.findagrave.com/memorial/102261737/henrietta-van_siden-ely,,,
36,[149 0159],2812,Penssylvania Railroad,Penssylvania Railroad,organization / group,business,mentions,,,,,,,https://en.wikipedia.org/wiki/Pennsylvania_Railroad,,,
36,[150 0160],2813,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
36,[150 0160],2814,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
36,[150 0160],2815,,"Monday, Jan. 25, 1904",date,,diary entry header,,,,,,,,,,
36,[150 0160],2816,,Broad Street,location,street,visits,,,,,,,,,,
36,[150 0160],2817,Pennsylvania Academy of Fine Arts,Fine Arts Museum,location,cultural heritage institution,visits,,,,,,,https://en.wikipedia.org/wiki/Pennsylvania_Academy_of_the_Fine_Arts,,,
36,[150 0160],2818,[added to research tab],art exhibiton,event,cultural,experiences,,,,,,,,,,
36,[150 0160],2819,,a new Master,person,artist-painter,mentions,,"""lontano di Whistler""","""lontano di Whistler""",,,,,,,
36,[150 0160],2820,Mr. _ Friedenwald,Mr. Fridenwald,person,,interacts with,,,,,,,,,,
36,[150 0160],2821,Harrison Smith Morris,Mr. Morris,person,arts administrator,interacts with,,,,,,,https://en.wikipedia.org/wiki/Pennsylvania_Academy_of_the_Fine_Arts#History,https://www.pafa.org/sites/default/files/media-assets/MS.063_HarrisonSMorris.pdf,,
36,[150 0160],2822,Mr. _ Trasky,Mr. Trasky,person,arts administrator,interacts with,,"the director, Mr. Morris, and his secretary, mr. Trasky, came round with us.","the director, Mr. Morris, and his secretary, mr. Trasky, came round with us.",,,,,,,
36,[150 0160],2823,Mr. _ Caseby,Mr. Caseby,person,,interacts with / dines with,,,,,,,,,,
36,[150 0160],2824,Mr. _ Jones,Mr. Jones,person,,interacts with / dines with,,,,,,,,,,
36,[150 0160],2825,Mr. _ Caseby,Mr. Caseby,person,,interacts with,,,,,,,,,,
36,[150 0160],2826,Panama Canal issue,Panama question,event,historic,mentions,,,,,,,,,,
36,[150 0160],2827,,Nicaragua,location,country,mentions,,,,,,,,,,
36,[150 0160],2828,Martha Carey Thomas,Carey,person,,mentions,,,,,,,,,,
36,[150 0160],2829,Mrs. _ Caseby,[wife of Mr. Caseby],person,,mentions,,,,,,,,,,
36,[151 0161],2830,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
36,[151 0161],2831,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
36,[151 0161],2832,,"Tuesday, Jan. 26, 1904",date,,diary entry header,,,,,,,,,,
36,[151 0161],2833,Mr. _ Friedenwald,Frienderwalds [Mr. Frienderwald],person,,interacts with / dines with,,,,,,,,,,
36,[151 0161],2834,Mrs. _ Friedenwald,Frienderwalds [Mrs. Frienderwald],person,,interacts with / dines with,,,,,,,,,,
36,[151 0161],2835,Miss _ Moss,Miss Moss,person,,interacts with / dines with,,Lunched with those awful Frienderwalds and Miss Moss (their friend),Lunched with those awful Frienderwalds and Miss Moss (their friend),,,,,,,
36,[151 0161],2836,Harrison Smith Morris,Mr. Morris,person,arts administrator,interacts with / dines with,,,,,,,,,,
36,[151 0161],2837,Memorial Hall,Memorial Hall,location,cultural heritage institution,visits,,,,,,,https://en.wikipedia.org/wiki/Memorial_Hall_(Philadelphia),,,
36,[151 0161],2838,,[Italian art],visual art,art described by region,,,Then paddled out in the rain to see Memorial hall and its few waifs and strays of Italian pictures.,Then paddled out in the rain to see Memorial hall and its few waifs and strays of Italian pictures.,,,,,,,misc
36,[151 0161],2839,Henrietta Van Siden Brandes Ely,Elys,person,,interacts with / dines with,,,,,,,,,,
36,[151 0161],2840,Helen Sawyer,Miss Helen Sawyer,person,artist-musician,interacts with,,,,,,,,,,
36,[151 0161],2841,George Frideric Handel,Handel,person,artist-composer,attributes,,,,,,,https://en.wikipedia.org/wiki/George_Frideric_Handel,,,
36,[151 0161],2842,Frans Liszt,Liszt,person,artist-composer,attributes,,,,,,,,,,
36,[151 0161],2843,Anton Rubenstein or Nikolai Rubenstein,Rubenstein,person,artist-musician,attributes,,,,,,?,https://en.wikipedia.org/wiki/Anton_Rubinstein,https://en.wikipedia.org/wiki/Nikolai_Rubinstein,,
36,[151 0161],2844,,[music criticism],sentiment,,,,"I begged for a Handel suite, but then we had to have Liszt, Rubenstein & Co., who are asmuch like music as a Kaleidoscope is like Painting.","I begged for a Handel suite, but then we had to have Liszt, Rubenstein & Co., who are asmuch like music as a Kaleidoscope is like Painting.",,,,,,,
36,[151 0161],2845,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
36,[151 0161],2846,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
36,[151 0161],2847,,"Wednesday, Jan. 27, 1904",date,,diary entry header,,,,,,,,,,
36,[151 0161],2848,Martha Carey Thomas,Carey,person,,interacts with,,,,,,,,,,
36,[151 0161],2849,Mary Mackall Gwinn Hodder,Miss Gwinn,person,,interacts with,,,,,,,https://rbsc.princeton.edu/collections/alfred-and-mary-gwinn-hodder-papers,https://www.findagrave.com/memorial/41881297/mary-mackall-hodder,,
36,[151 0161],2850,,Elkins Park,location,town,visits,,,,,,,,,,
36,[151 0161],2851,,[Lynwood Hall],location,cultural heritage institution,visits,,,,,,"Lynnewood Hall is a 110-room Neoclassical Revival mansion in Elkins Park, Montgomery County, Pennsylvania, designed by architect Horace Trumbauer for industrialist Peter A. B. Widener between 1897 and 1900.",https://en.wikipedia.org/wiki/Lynnewood_Hall,,,
36,[151 0161],2852,Peter Arrell Browne Widener,Mr. Widener,person,art collector,mentions,,,,,,,https://en.wikipedia.org/wiki/Peter_Arrell_Browne_Widener,https://en.wikipedia.org/wiki/Lynnewood_Hall,,
36,[151 0161],2853,,[art collection of Mr. Widener],visual art,art collection,experiences,,,,,,,,,,
36,[151 0161],2854,,[criticism of Mr. Widener's art collection],sentiment,,,,"Went with Carey and Miss Gwinn to Elkins Park, to see Mr. Widener's pictures - mostly horrors masquerading under great names.","Went with Carey and Miss Gwinn to Elkins Park, to see Mr. Widener's pictures - mostly horrors masquerading under great names.",,,,,,,
36,[151 0161],2855,Martha Carey Thomas,Carey,person,,TO DO,,,,,,,,,,
36,[152 0162],2856,Mary Mackall Gwinn Hodder,Miss G.,person,,TO DO,,,,,,,,,,
36,[152 0162],2857,,[traveling while young],sentiment,,,,"enjoyed hearing Carey and Miss G. tell about their experiences when they first ""went abroad"" 25 years ago. They were green - alas no one could be so green now, I fear. But it was naive and earnest and enchanting.","enjoyed hearing Carey and Miss G. tell about their experiences when they first ""went abroad"" 25 years ago. They were green - alas no one could be so green now, I fear. But it was naive and earnest and enchanting.",,,,,,,
36,[152 0162],2858,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
36,[152 0162],2859,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
36,[152 0162],2860,,"Thursday, Jan. 28 1904",date,,diary entry header,,,,,,,,,,
36,[152 0162],2861,Elizabeth [Pearshall?] Smith,Elizabeth [Pearshall?] Smith,person,,interacts with,family-extended,,,,,,https://books.google.com/books?id=fzdlbNBUsJsC&pg=PA199&lpg=PA199&dq=Aunty+Lill+%2B+mary+Berenson&source=bl&ots=5FEcXWpwQD&sig=HkbPq_0Mz8qCn-N9u6X9gA601vM&hl=en&sa=X&ved=0ahUKEwiutv7sjd7bAhWprVkKHU-SDzIQ6AEIPTAI#v=onepage&q=Aunty%20Lill%20%2B%20mary%20Berenson&f=false,,,
36,[152 0162],2862,Alban _,Alban,person,,interacts with,,,,,,,,,,
36,[152 0162],2863,Emma _,Emma,person,,interacts with,,,,,,,,,,
36,[152 0162],2864,"_ ""Pearlie"" Whithall",Pearlie Whithall,person,,interacts with,,,,,,,,,,
36,[152 0162],2865,_ Madge Rhoads,Madge Rhoads,person,,interacts with,,,,,,,,,,
36,[152 0162],2866,,[classicm],sentiment,,,,"Went to lunch wiht Aunty Lill, Alban and Emma, then called on Pearlie Whitall and Madge Rhoads. They are all the essence of lower middle class - it is too awful","Went to lunch wiht Aunty Lill, Alban and Emma, then called on Pearlie Whitall and Madge Rhoads. They are all the essence of lower middle class - it is too awful",,,,,,,
36,[152 0162],2867,Bernard Berenson,Bernhard,person,,interacts with,,,,,,,,,,
37,[152 0162],2868,James Henry Leuba,Mr. Leuba,person,student / psychologist [future],interacts with / dines with,,,,James Henry Leuba,James Henry Leuba,,https://en.wikipedia.org/wiki/James_H._Leuba,,,
37,[152 0162],2869,,Psychology,theme,,mentions,,"Mr. Leuba, student of the Psychology of Religion","Mr. Leuba, student of the Psychology of Religion",,,,,,,
37,[152 0162],2870,,Religion,theme,,mentions,,"Mr. Leuba, student of the Psychology of Religion","Mr. Leuba, student of the Psychology of Religion",,,,,,,
37,[152 0162],2871,Mr. _ Whitney,Mr. Whitney,person,professor,mentions,,"Mr. Whitney, Professor of metaphysics","Mr. Whitney, Professor of metaphysics",,,,,,,
37,[152 0162],2872,,Metaphysics,theme,,,,,,,,,,,,
37,[152 0162],2873,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
37,[152 0162],2874,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
37,[152 0162],2875,,"Friday, Jan. 29, 1904",date,,diary entry header,,,,,,,,,,
37,[152 0162],2876,John Graver Johnson,Mr. Johnson,person,art collector,mentions,,,,,,,https://en.wikipedia.org/wiki/John_G._Johnson,,,
37,[152 0162],2877,,[collection of Mr. Johnson],sentiment,,,,,,,,,,,,
37,[152 0162],2878,Mamie Mortono,Mamie Morton,person,,interacts with / dines with,friend,,,,,,,,,
37,[152 0162],2879,,[classicm],sentiment,,,,"I lunched with Mamie Morton, my old friend. Lower middle, too","I lunched with Mamie Morton, my old friend. Lower middle, too",,,,,,,
37,[152 0162],2880,player piano,Pianola,misc,instrument,mentions,,,,,,,https://en.wikipedia.org/wiki/Player_piano,,,misc
37,[152 0162],2881,Academy of Music,Philadelphia Symphony Orchestra,location,cultural,visits,,,,,,"From its founding until 2001, the Philadelphia Orchestra gave its concerts at the Academy of Music",https://en.wikipedia.org/wiki/Academy_of_Music_(Philadelphia),https://en.wikipedia.org/wiki/Philadelphia_Orchestra,,
37,[152 0162],2882,,Philadelphia Symphony Orchestra,event,cultural,experiences,,,,,,,,,,
37,[152 0162],2883,,Philadelphia Symphony Orchestra,organization / group,performance,listens to,,,,,,,,,,
37,[152 0162],2884,Wolfgang Amadeus Mozart,Mozart,person,artist-composer,attributes,,,,,,,https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,,,
37,[152 0162],2885,[added to research tab],[music by Mozart],music,,experiences,,,,,,,,,,
37,[152 0162],2886,,[distaste of music played by PSO],sentiment,,,,"Heard some Mozart, and horrors.","Heard some Mozart, and horrors.",,,,,,,
37,[152 0162],2887,Sandford Arthur Strong,Arthur Strong,person,art historian,mentions,,,,,,,https://en.wikipedia.org/wiki/Sandford_Arthur_Strong,,,
37,[152 0162],2888,Eugénie Sellers Strong,she,person,art historian,mentions,,,,,,,https://en.wikipedia.org/wiki/Eug%C3%A9nie_Sellers_Strong,,,
37,[153 0163],2889,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
37,[153 0163],2890,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
37,[153 0163],2891,,"Saturday, Jan. 30 .1904",date,,diary entry header,,,,,,,,,,
37,[153 0163],2892,Talcott Williams,[Mr. Talcott Williams],person,journalist,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Talcott_Williams,,,
37,[153 0163],2893,Sophia Wells Royce Williams,Mrs. Talcott Williams,person,artist-photographer,interacts with / dines with,,,,,,,http://snaccooperative.org/ark:/99166/w67945jv,http://www.artnet.com/artists/sophia-wells-royce-williams/,,
37,[153 0163],2894,,[unimpressed by Talcott Williams],sentiment,,,,Mr. and Mrs. Talcott Williams to dine - he a great disappointment - only a journalist.,Mr. and Mrs. Talcott Williams to dine - he a great disappointment - only a journalist.,,,,,,,
37,[153 0163],2895,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
37,[153 0163],2896,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
37,[153 0163],2897,,"Sunday, Jan. 31 .1904",date,,diary entry header,,,,,,,,,,
37,[153 0163],2898,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
37,[153 0163],2899,Mr. _ Johnson,Mr. Johnson,person,,mentions,,,,,,,,,,
37,[153 0163],2900,Moorestown,Morristown,location,town,visits,,,,,,,"https://en.wikipedia.org/wiki/Moorestown,_New_Jersey",,,
37,[153 0163],2901,William Nicholson Jennings,Will Nicholson,person,photographer,interacts with,,,,,,,https://en.wikipedia.org/wiki/William_Nicholson_Jennings,,,
37,[153 0163],2902,Eliza Whitall,Eliza,person,,interacts with / dines with,[?] family-extended,,,,,,,,,
37,[153 0163],2903,Mr. _ Whitall,Whitall,person,,interacts with / dines with,[?] family-extended,,,,,,,,,
37,[153 0163],2904,,their children,organization / group,family unit,interacts with / dines with,[?] family-extended,,,,,,,,,
37,[153 0163],2905,,aesthetics,theme,,,,Good talk in evening abut aesthetics.,Good talk in evening abut aesthetics.,,,,,,,
37,[153 0163],2906,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
37,[153 0163],2907,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
37,[153 0163],2908,,"Monday, Feb. 1, 1904",date,,diary entry header,,,,,,,,,,
37,[153 0163],2909,The Awkward Age,Awkward Age,literature,,experiences / reads,,,,,,,https://en.wikipedia.org/wiki/The_Awkward_Age,,,
37,[153 0163],2910,Henry James,Henry James,person,artist-writer,mentions,,,,,,,https://en.wikipedia.org/wiki/Henry_James,,,
37,[153 0163],2911,,Mr. Morgan,person,,TO DO,,,,,,,,,,
37,[153 0163],2912,Joseph Clark Hoppin,[Mr. Hoppin],person,archaeologist,interacts with / dines with,,,,,,,https://translate.google.com/translate?hl=en&sl=de&u=https://de.wikipedia.org/wiki/Joseph_Clark_Hoppin&prev=search,,,
37,[153 0163],2913,Dorothy Woodville Rockhill Hoppin,Mrs. Hoppin,person,,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Courtland_Hector_Hoppin,,,
37,[153 0163],2914,,[characterization of Hoppins],sentiment,,,,Dull. Hoppins seems a bounder.,Dull. Hoppins seems a bounder.,,,,,,,
37,[154 0164],2915,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
37,[154 0164],2916,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
37,[154 0164],2917,,"Tuesday, Feb. 2, 1904",date,,diary entry header,,,,,,,,,,
37,[154 0164],2918,Elizabeth Pearshall Smith,Aunty LIll,person,,interacts with / dines with,family-extended,,,,,,,,,
37,[154 0164],2919,Mr. _ Coates,Coates,person,,mentions,,,,,,,,,,
37,[154 0164],2920,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
37,[154 0164],2921,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
